,agent,step,test_id,collective_reward,avg_reward,std_reward
65,ma2c_ic3,66000,-1,311,0.311,2.3929644794689287
66,ma2c_ic3,67000,-1,333,0.333,2.396687505704488
67,ma2c_ic3,68000,-1,335,0.335,1.7025789262175188
68,ma2c_ic3,69000,-1,139,0.139,3.2676718011452746
69,ma2c_ic3,70000,-1,384,0.384,0.6265333191459175
70,ma2c_ic3,71000,-1,266,0.266,2.8459170753906378
71,ma2c_ic3,72000,-1,278,0.278,2.888029778239829
72,ma2c_ic3,73000,-1,251,0.251,2.371075494369591
73,ma2c_ic3,74000,-1,175,0.175,3.3000568176926888
74,ma2c_ic3,75000,-1,319,0.319,2.361617877642359
75,ma2c_ic3,76000,-1,354,0.354,1.7368603858687093
76,ma2c_ic3,77000,-1,434,0.434,1.7685146309827353
77,ma2c_ic3,78000,-1,400,0.4,1.7606816861659007
78,ma2c_ic3,79000,-1,333,0.333,2.371942452927558
79,ma2c_ic3,80000,-1,311,0.311,2.3787137280471558
80,ma2c_ic3,81000,-1,360,0.36,2.366938951472978
81,ma2c_ic3,82000,-1,354,0.354,1.744902289527984
82,ma2c_ic3,83000,-1,455,0.455,0.6737766692309848
83,ma2c_ic3,84000,-1,369,0.369,1.7415048090659984
84,ma2c_ic3,85000,-1,300,0.3,2.375289456045305
85,ma2c_ic3,86000,-1,303,0.303,2.3746980860732587
86,ma2c_ic3,87000,-1,487,0.487,0.6810513930681001
87,ma2c_ic3,88000,-1,358,0.358,1.6905135314454007
88,ma2c_ic3,89000,-1,396,0.396,0.5942928570999317
89,ma2c_ic3,90000,-1,477,0.477,0.6538126643007154
90,ma2c_ic3,91000,-1,453,0.453,0.6275276886321431
91,ma2c_ic3,92000,-1,415,0.415,0.6563345183669681
92,ma2c_ic3,93000,-1,439,0.439,0.642089557616381
93,ma2c_ic3,94000,-1,476,0.476,1.7701480164099272
94,ma2c_ic3,95000,-1,506,0.506,0.7014014542328808
95,ma2c_ic3,96000,-1,363,0.363,2.3637324298659523
96,ma2c_ic3,97000,-1,421,0.421,0.6447937654785443
